label,text
ham,Він також знає про обіднє меню тільки так... Я знаю
ham,"Він тільки й робить, що ниє на мене, якщо щось йде не так, це моя вина, всі суперечки — моя вина, і він мені набрид, тож ти так переймаєшся? Ходімо, дякую. xx"
ham,Транзакцію NEFT з контрольним номером <#> на суму <DECIMAL> рупій було зараховано на рахунок бенефіціара <#> о <TIME>: <#>
ham,"Інакше мала роботу за сумісництвом, пов'язану з навчанням.."
ham,"Я знаю, що вона мені дзвонила"
ham,"Я теж, так, я відчуваю вчорашню ніч, почекай до другої ночі, люба."
ham,Дякую за розуміння. Я намагався сказати це Сурі.
spam,"ВИГРАЙТЕ річний запас компакт-дисків у вибраному вами магазині вартістю 500 гривень стерлінгів та візьміть участь у нашому щотижневому розіграші 100 гривень стерлінгів, надішліть SMS-повідомлення MUSIC на номер 87066. Правила та умови www.Ldew.com.subs16+1win150ppmx3"
ham,"Вся машина оцінила останні дві! Ми з татом майже сперечаємося через читання карти, але крім цього все йде добре. П."
spam,"Як абонент SIM-картки, ви отримали бонус! Отримайте його з доставкою додому. Надішліть SMS-повідомлення зі словом OK на номер 88600, щоб отримати його. 150 копійок/повідомлення, термін дії до 30 квітня."
ham,"Мені потрібно, щоб ти була в моїх міцних обіймах..."
ham,"Також, маааан, ти щось пропускаєш?"
ham,Його справжній день народження у квітні.
ham,"Гадаю, ти не будеш тут раніше 9-ї?"
ham,"Добре, тоді я прийду до тебе додому через пів години"
ham,"Йой, гра майже закінчилася? Хочеш скоро піти у Волмарт?"
ham,"Так, мабуть, але не впевнений. Лол, дай тобі знати, але особисто я б не став цим морочитися, але знову ж таки, якщо ти збираєшся, то я теж!"
ham,"Я зараз напишу! Вся така моторошна, щоб він не подумав, що ми забули."
ham,"це було б добре… я подзвоню тобі в обідню перерву, добре, щоб щось організувати?"
spam,"У вас є 1 нове голосове повідомлення. Будь ласка, зателефонуйте за номером 08719181513."
ham,"Блін, ти зможеш прийти сьогодні ввечері чи хочеш просто почекати до завтра?"
ham,К..к..у мене теж все добре:)коли ти закінчиш курс?
ham,"Правда. Це цілком прийнятно. А якщо ви отримаєте високий бал і подасте заявку на здобуття ступеня доктора філософії, то отримаєте 5 років зарплати. Тож це полегшує життя."
spam,№1 Nokia Tone 4 для вашого мобільного щотижня! Просто надішліть SMS у норвезьких кронах на номер 87021. Перший тональний сигнал БЕЗКОШТОВНИЙ! тож отримайте SMS зараз і розкажіть своїм друзям. 150 копійок/тональний сигнал. 16 відповідей HL 4info
ham,Пракеш там знає.
ham,Навчи мене додаткам. Коли прийдеш до коледжу.
ham,Rofl Betta інвестує в деякі засоби проти старіння
spam,Ви переможець. Вас спеціально відібрали. 2. Отримайте 1000 гривень стерлінгів готівкою або 4* відпустку (включно з авіаквитками). 3. Подайте заявку за телефоном 0871277810810.
ham,"Пане, ви отримаєте рахунок не пізніше ніж через годину. Вибачте за затримку."
spam,"Надішліть відповідь, вказавши своє ім'я та адресу, і ВИ ОТРИМАЙТЕ ПОШТОЮ тиждень абсолютно безкоштовного проживання в різних місцях світу www.phb1.com тел.: 08700435505150p"
ham,Тож ви подасте проєкт TMR Rite?
spam,БЕЗКОШТОВНА участь у нашому щотижневому конкурсі на 250 гривень стерлінгів. Просто надішліть слово ENTER на номер 84128 ЗАРАЗ. 18 Правил та умов www.textcomp.com служба підтримки клієнтів 08712405020.
ham,Jus ans me lar. Ні пізніше.
ham,"Я хочу надіслати щось, що можна швидко продати. <#> k — це не легкі гроші."
ham,"Маю кілька справ. Можливо, пізніше буду в пабі."
ham,"Закінчуємо зустріч, подзвони мені."
ham,"Гаразд, ха-ха. Я теж візьму її сумочку."
ham,"""Привіт-/@drivby-:0кинь, п'яний, вибач, якщо це не має сенсу-не ні як ^ танцюй 2 барабани та баски! веселощі, дуже гарний х рос хххххххх"""
ham,"Ваша думка про мене? 1. Старша 2. Джада 3. Кусруті 4. Приваблива 5. Мовчазна 6. Розсіяна 7. Незріла 8. Стильна 9. Проста Будь ласка, дайте відповідь.."
ham,Скільки ми отримуємо?
ham,Ваша газета вранці чи ввечері?
ham,"Шановний звільнений з Вестонзойленду, всі збираємося планувати і цей кінець!"
ham,"Сподіваюся, у тебе чудовий новий семестр. Бажаю тобі всього найкращого. Ти створений для величі."
ham,"О так, я можу розмовляти, надсилайте SMS, ні! Хм. Ви отримали електронного листа?"
ham,"Я хочу показати тобі світ, принцесо :) а як щодо Європи?"
ham,"Ніхто не може вирішити, де їсти, а тато хоче китайську"
ham,"Ні, не стріляйте в мене. Я в приймальні лікарів. :/"
ham,А тепер? Я скоро йду на вечерю...
ham,"Привіт, на якому сайті можна завантажити пісні, терміново, будь ласка?"
ham,"Я розумію, що ти маєш на увазі, це король відсутності кредиту! Я зараз йду спати. Нічого, солодкого! Тільки б ще поспати!"
ham,Жахлива дівчина. Я в школі дещо роблю. А як ти отримав МС?
ham,"ПРИВІТ, КОХАНЬКО! Я НЕ ПРИЙДУ ВНОЧІ - КАЖИ ВСІМ! ВИБАЧ МЕНЕ, СПОДІВАЮСЬ, У ТЕБЕ ГАРНИЙ ЧАС! Олі подзвонила тобі, якщо здається, що все владнано, АЛЕ Я ВСЕ ПОЯСНЮ В ПОНЕДІЛОК."
ham,"Я подзвоню тобі пізніше, немає мережі. Якщо терміново, напиши мені."
ham,"Емммммаа Багато-багато щасливих повернень дня ""д"", моє любе солодке серце... З ДНЕМ НАРОДЖЕННЯ, люба!"
spam,"Будь ласка, негайно зателефонуйте за номером 08712402779, оскільки на вас чекає термінове повідомлення."
ham,"Так, якщо все піде так, як з моїми друзями, я викину своє лайно за пів години."
ham,"Мама каже, що ми хочемо піти, то йди... Тоді вона зможе не дивитися виставку скла..."
ham,Який твій план на Понгал?
ham,"Просто зачекайте до кінця березня, коли Ель-Ніньйо візьметься за справу. О."
ham,"Ще ні, чикку... йду до кімнати нова, я в автобусі..."
ham,Я також працюю лише в CBE. Але маю платити.
ham,"Кохана, я сумую за тобою."
ham,Ми надіслали вам на електронну адресу JD для роботи з клієнтами та менеджера з облікових записів. Для отримання детальної інформації зв'яжіться з нами.
ham,"Гей, я у батьків за готівкою. Гарні новини: ми підібрали низину."
ham,"Щиро дякую. Коли ми спілкувалися по скайпу з К.З. та Сурою, нам не сподобалося ваше товариство. Сподіваюся, у вас все добре. Ми ж поставили вам ультиматум! Ми ​​починаємо зворотний відлік до Абуро. Насолоджуйтесь!"
spam,"Голодні геї відчувають голод і готові до 4, зараз же. Телефонуйте 08718730555 лише за 10 копійок/хв. Щоб припинити надсилати текстові повідомлення, телефонуйте 08712460324 (10 копійок/хв)."
ham,"Добре. Нічого страшного. Просто пам'ятай, що друг у скруті..."
ham,Побачу через пів години
ham,"Я в inperialmusic слухаю найдивніший трек від ""leafcutter john"" - звучить як домагання до комах та сантехніка, ремікс від злих людей під кислотою!"
ham,"«Гей, вибач, я тобі раніше не подзвонив, люба, тільки що лежав у ліжку, але зараз піду в паб, якщо ти хочеш, щоб гора встала? Завантажує любов, Дженxxx»."
ham,СЕРЙОЗНО. СКАЖИ ЇЙ ТОЧНО ЦІ СЛОВА ПРОСТО ЗАРАЗ.
spam,"Можеш отримати 2 телефони ЗАРАЗ? Я хочу поспілкуватися, домовитися про зустріч. Зателефонуй мені ЗАРАЗ за номером 09096102316. Ти можеш кінчити тут. 2moro Luv JANE xx Дзвінкигрн1/хвmoremobsEMSPOBox45PO139WA"
ham,"Хі-хі. Йду на лекцію, бай-бай."
ham,"Вибач, чикку, у мене виникли проблеми з мобільним, тому ти не змогла тобі відповісти чи написати повідомлення."
ham,"Якщо ви досі не забрали тісто, будь ласка, повідомте мене, щоб я міг піти туди, куди я його відправив, і отримати контрольний номер."
ham,Добре...
spam,"оператор мережі. Послуга безкоштовна. Щоб ознайомитися з умовами та положеннями, відвідайте 80488.biz"
ham,"Дайте мені знати, як з вами зв'язатися. Я вас поселив у кімнаті. Дайте знати, що з вами все гаразд."
ham,"Що тобі за два, диваку?"
ham,"Можу зробити, лор..."
ham,"Не ставте телефон у беззвучний режим, гаразд"
ham,"Чи можу я зустрітися з тобою о 5?.. Оскільки 4 де залежить від того, де ти хочеш 2 у Лорі.."
ham,Чекаю на початок мого телешоу... Ти все ще зайнятий написанням репортажу?
ham,"Ого. Це вперше, коли ти використовуєш такі слова?"
ham,"Я єдиний, хто не стежить за профілями?"
ham,"Завжди зелена цитата, яку коли-небудь розповідав Джеррі в мультфільмі: «Людина, яка тебе завжди дратує, — це та, яка тебе дуже любить, але не може цього висловити...!..!! :-) :-) добре зараз"
ham,"Так, я так і думав. Дякую."
ham,"Але якщо вона п'є, то я в порядку."
ham,"Просто цікаво, інші просто втекли"
ham,"Ніч закінчилася для ще одного дня, ранок настав особливим чином. Нехай ти посміхаєшся, як сонячні промені, і залишаєш свої турботи в блакитній блакитній затоці. Щиро вітаю."
ham,"Що ти робиш, мій песику? Невже я завжди маю чекати до кінця твого дня, щоб отримати від тебе звістку? У тебе вже закінчився час на мобільному?"
ham,З новим роком і тебе!
ham,"Привіт... Чудова пропозиція... Екскурсія фермою з 9:00 до 17:00 $95/особа, депозит $50 до 16 травня"
ham,"Їж японську, зроблену після твого лекту... Ти отримав лект о 12-й..."
ham,"Привіт, люба! Я бачила, як ти на секунду зайшла в інтернет, а потім зникла, що сталося?"
ham,"Так, моя дата народження у свідоцтві про народження в квітні, але справжня дата сьогодні. Але не публікуйте її. Я зроблю вам особливий подарунок, якщо ви збережете таємницю. У будь-якому разі, дякую за побажання."
ham,З днем ​​народження... Нехай усі твої мрії здійсняться...
ham,"Айя, ти вже добре впоралася. Е NYDC з блокуванням вілк?"
ham,"СКАЖИ ЇЙ, ЩО Я КАЖАВ ЇСТИ ГАЙНО."
ham,"Звісно! Я за кермом, але скоро доберуся до місця призначення."
ham,"Я теж, скільки коштує 8-й? П'ятдесят?"
ham,Твоє щоденне повідомлення від мене – цього разу послуга
ham,"Чудово чути, що ти добре влаштовуєшся. То що там з Олою?"
ham,"Ці х*йові сосуни. Якщо тобі від цього легше, то iPad — це нікчемна дрібниця, і тобі має бути шкода, що ти його взагалі хочеш."
ham,"Я маю на увазі, що ти досягнеш Ляо. Він сказав футболку."
ham,"Френ, я вирішив піти в інший бік, я повністю зламався і був виснажений, я встав близько 3 куб. 2 MRW, люблю Дженкс. До речі, це телефон мого тата, - в кредиті немає."
ham,"Я зараз не можу відповісти на телефон. Будь ласка, надішліть повідомлення."
ham,Маєш рацію! Я зараз же запишуся на прийом.
ham,"Посада - розробник програмного забезпечення, і можливо, вона потрапила до Ченнаї :)"
spam,"Насолоджуйтесь золотим клубом Jamster Videosound, отримуючи 2 нових відеозвуки + 2 логотипи + музичні новини! Отримуйте більше задоволення від jamster.co.uk! Тільки для осіб віком від 16 років. Допомога? Телефонуйте: 09701213186"
spam,"Отримайте 3 мелодії Lions England, дайте відповідь lionm 4 моно або lionp 4 полі. Ще 4, перейдіть на www.ringtones.co.uk, оригінальні та найкращі. Мелодії. Діють тарифи оператора мережі 3 GBP."
ham,"Я жартую, вони дуже зайняті... ""Якщо зайнятий, то не буду турбувати""."
ham,"Добре, будьте обережні! Не пишіть текстові повідомлення за кермом!"
ham,"Я завжди буду поруч, навіть якщо це просто по духу. Скоро зроблю собі великий член. Просто намагаюся переконатися, що він мені потрібен."
ham,"Ти занадто близько до мого серця. Якщо ти підеш, я буду розбитий. Будь ласка, залишайся зі мною."
ham,"Я люблю тебе двоє, люба! Ти впевнена, що все чудово? Він що, поводиться як ідіот? Напиши йому, дівчинко."
ham,"Як щодо того, щоб збільшити деякі фотографії?"
ham,"Маю, але маю 2 кольори, лор. Один колір досить світлий, а інший темніший, лор. Власне, я закінчила, вона зараз укладає мені волосся."
ham,"Коли тобі сумно, коли тобі сумно, пам'ятай, що я тут, слухай, коли хочеш сказати: ""Просто пройдися зі мною трохи"", і я обіцяю, що поверну твою посмішку. :-)"
ham,"Чому нічого. Гаразд, все одно пригости мене."
spam,"Виграйте найновіший «Гаррі Поттер і Орден Фенікса (Книга 5)», дайте відповідь на запитання ГАРРІ, дайте відповідь на 5 запитань — шанс стати першим серед читачів!"
ham,Добре...
ham,Правильно. То як сьогодні пройшла робота?
ham,"Щойно знову відправили. Ти кричиш і стогнеш у ліжку, принцесо?"
ham,"Я вже давно прокинувся... Не знаю, що ще?"
ham,"О, просто помщуся з тобою... з тобою?"
ham,"Я думаю, що 50 мало б бути нормально, сказав він, плюс мінус 10. Ти залишив рядок між абзацами?"
ham,"Будь ласка, передзвоніть мені. Ваш номер показується поза зоною покриття. У мене терміновий дзвінок у Васаї, і я маю прибути до 16:00, тому передзвоніть мені, будь ласка."
ham,"Так, Джей якийсь клятий дебіл."
ham,"Вибач, був у ванній, ну що?"
spam,"Ваш баланс зараз становить 500 гривень стерлінгів. Ваше наступне питання: Хто співав ""Uptown Girl"" у 80-х? 2 відповіді, надішліть свою ВІДПОВІДЬ на номер 83600. Удачі!"
ham,Мій іспит 4 лютого. Бажаю вам гарного дня.
ham,"Я не знаю, що робити, щоб вийти з цього, тому задаю лише такі питання, не зрозумійте мене неправильно."
ham,"Гаразд, не поспішайте, я запитаю Джея."
ham,"Доброго ранку, будь ласка, зателефонуйте мені, сер."
ham,"Все гаразд, люба. Ти теж лягаєш спати рано... Ніч..."
ham,"О... Айчік... Клор, до зустрічі іншого дня..."
ham,"О! Півгодини в Сирії набагато довше, ніж у Канаді, еге ж? Ого, ти, мабуть, встигаєш зробити набагато більше роботи за день, ніж ми, з усім цим додатковим часом! *посміхається*"
ham,"Іноді ми ставимо стіни навколо своїх сердець не лише для того, щоб захиститися від болю... А й щоб дізнатися, кому не байдуже, щоб зруйнувати ці стіни та стати ближче... НАСПРАВЖНІЙ ДЕНЬ :)"
ham,"Чудово, ми можемо піти до 4U, щоб зустрітися з Карлосом, а можемо й ні, тож оцініть зацікавленість Петті в цьому."
ham,Тоді вона купує сьогодні? Ü не потрібно звертатися до мене...
ham,"Вибачте, мені знадобилося десять років, щоб прийняти душ. Які плани?"
ham,Щопонеділка..наступного тижня буде завершено..
ham,"Можливо, я туди поїду."
ham,"Просто відпочинь ще 6 годин. Якщо зможеш поспати, біль не є хірургічною невідкладною ситуацією, тож подивися, як він розвиватиметься. Гаразд."
ham,"Так, я спробую щось вишукати"
ham,"Божевільний, що він одружений. Мені подобаються хлопці, схожі на Бога, не я. Мої друзі кажуть, що він улюбленець кореянки Леони, але я не думаю, що він такий. Після деяких роздумів, можливо, найімовірніше, я піду."
ham,Були десь на Фредеріксберзі
ham,Que pases un buen tiempo або щось подібне
ham,"Можна мені залишитися тут на ніч? У Ксав'єра є спальний мішок, а я втомлююся."
ham,Їй не потрібні жодні тести.
ham,"Нічого особливого, відпочиваю вдома. Якісь плани на Супербоул?"
spam,"БЕЗКОШТОВНЕ 2-ДНЕВНЕ сексуальне фото Йорданії з Днем Святого Георгія! Надішліть фото на номер 89080, не пропустіть, а потім щотижня зухвала знаменитість! Ще 4 фото c PocketBabe.co.uk 0870241182716 грн3/тиждень"
ham,Бугіс осо біля води...
ham,"Йой, там же немає жодного класу, чи не так?"
ham,"Нехай твоє серце буде твоїм компасом, твоїм розумом, твоєю картою, твоєю душею, твоїм провідником, і ти ніколи не загубишся у світі....гнун - Надіслано через WAY2SMS.COM"
ham,"На добраніч, спи добре, будь ласка, бережи себе. Будь ласка."
ham,Бееее! Я сумую за тобою! Де ти? Мені треба йти викладати о 5-й...
ham,Передай йому мої вітання
ham,"Тобі потрібно було переконати його, що це неможливо, не зачепивши його почуттів, це головне."
ham,"Доброго дня, коханий/кохана! Як твій день? Тобі щастить? Я думаю про тебе, любий/кохана, і посилаю свою любов через море, щоб ти був/була усміхнений/посміхнена та щасливий/щаслива."
ham,"Якщо я почну надсилати BlackBerry Torch до Нігерії, чи знайдете ви для мене покупця? Приблизно на 4 місяці. І скажіть татові, щоб він ні в кого не купував BB, о."
ham,"<#> % людей одружуються зі своїми коханцями... бо вони добре розуміють, що це дозволяє уникнути проблем. Я надіслав це вам, ви отримаєте гарні новини в п'ятницю від людини, яка вам подобається. А завтра буде найкращий день у вашому житті. Не розривайте цей ланцюг. Якщо ви розірветеся, ви постраждаєте. Надішліть це <#> друзям через <#> хвилин після читання..."
ham,"Чувак, вгадай, кого щойно заарештували днями?"
ham,"Шухуй кажеш, що змінив пароплав Suntec на 2? Ти де? Де ти зараз?"
ham,Що робить танцювальна річка?
ham,"Єтунде, вибач, але ми з Моджі, здається, надто зайняті, щоб піти за покупками. Чи можеш ти просто знайти якийсь інший спосіб отримати те, що ти хотіла, щоб ми отримали? Будь ласка, вибач мене. Ти можеш відповісти безкоштовно через Yahoo Messenger."
ham,"Гей, я дуже запізнюся... Хочеш спочатку піти на урок? Я приєднаюся до тебе. Я тільки зараз доїду до метро."
spam,"ГАРЯЧІ ФАНТАЗІЇ НАЖИВО телефонуйте зараз 08707509020 Всього 20 копійок за хвилину NTT Ltd, поштова скринька 1327, Кройдон CR9 5WB 0870..k"
ham,"Цей барбекю стояв у мене приблизно з 6. Ласкаво просимо, приходьте."
ham,"Не знаю, те саме трапляється час від часу, він панікує і починає думати, що недостатньо хороший..."
ham,Добре. Я вийшов – гарної ночі!
ham,Ти пробував зробити ще один приклад?
ham,"Сподіваюся, у тебе все чудово. Будь ласка, розкажи мені. Абіола."
ham,"Я думав, нам варто вийти кудись розважитися, наприклад, завітати до бару в місті чи щось таке – звучить нормально?"
ham,1) Перейдіть до написання повідомлення. 2) Увімкніть режим словника. 3) Закрийте екран рукою. 4) Натисніть <#>. 5) Обережно приберіть руку. Це цікаво..:)
spam,"Ведмеді Фото Нік, і Том, Піт і ... Дік. Насправді, всі типи спробуйте гей-чат із завантаженням фотографій, телефонуйте за номером 08718730666 (10 копійок/хв). 2 зупинки текстових повідомлень, телефонуйте за номером 08712460324"
spam,"500 нових мобільних телефонів 2004 року, ОБОВ'ЯЗКОВО! Надішліть SMS-повідомлення з текстом NOKIA на номер 89545 та заберіть свій сьогодні! ВІД ЛИШЕ 1 гривняа стерлінгів www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 АУКЦІОН ТЕКСТУ"
ham,"Ми нарешті готові, до вашої інформації"
ham,Тітка Хуай Цзюань ніколи не бере слухавку
spam,"Подвійні хвилини, подвійні текстові повідомлення та оренда лінії за півціни на найновіших мобільних телефонах Orange Bluetooth. Зателефонуйте за номером MobileUpd8, щоб дізнатися про найновіші пропозиції. 08000839402 або call2optout/LF56"
ham,"Тел., в чому твоя проблема.."
spam,№1 Nokia Tone 4 для вашого мобільного щотижня! Просто надішліть SMS у норвезьких кронах на номер 87021. Перший тональний сигнал БЕЗКОШТОВНИЙ! тож отримайте SMS зараз і розкажіть своїм друзям. 150 копійок/тональний сигнал. 16 відповідей HL 4info
ham,я не хочу з тобою розмовляти
ham,Ми проводимо свої дні в очікуванні ідеального шляху... Але ми забуваємо... «Шляхи створюються ходьбою... а не очікуванням...» На добраніч!
ham,"Все гаразд, моя рука слабне, бо мені зробили щеплення, тож ми можемо піти іншим разом."
ham,"Будь ласка, забронюйте квиток на суботу ввечері з Ченнаї до Тірунелвалі та знову з Тірунелвалі до Ченнаї на неділю ввечері... я вже бачу в інтернеті... квитків немає... я хочу забронювати квиток через Tackle..."
ham,"Бурхливе повідомлення: Коли ти піднімаєш телефон, ти кажеш «ПРІВІТ». Чи знаєш ти, що насправді означає «ПРІВІТ»?? . . . Це ім'я дівчини..! . . . Так.. І ти знаєш, хто ця дівчина?? «Маргарет Хелло». Вона дівчина Грембелла, який винайшов телефон... . . . . Мораль: Можна дізнатися ім'я людини, але не її дівчину... На добраніч . . .@"
ham,"Нічого страшного. Я заскочила запитати про щось, і вона сказала, що ти був у неї. Ти будеш тут сьогодні ввечері, коли прийде ця дівчина?"
ham,"Все найкраще, ваш іспит пізніше."
ham,"Сподіваюся, в тебе не сильно болить голова! Я порпаюся в купі прасування! Залишуся вдома з чобітком сьогодні ввечері, приходь, якщо хочеш."
ham,"О, Кі, думаю, більшість гравців з Вісконсину та Нової Зеландії не продані."
ham,"Ха-ха... Звідки так швидко схуднути, дякую, треба йти 4 рази на місяць, і тоді є ефект... Гм, пізніше ми точно наберемо вагу."
ham,"Цікаво, як ти вийшов в інтернет, коханий/кохана? Ти ходила в інтернет-кафе? Ти поповнила свій телефон? Ти була в інтернеті друзів? Я думаю про тебе, хлопче."
ham,"Ха-ха, жартую, татові потрібні наркотики."
ham,"Дякую, міг би... Так, я хочу пройти 4 уроки... Ха-ха, можу пройти цілий відрізок..."
ham,"О, гаразд.."
ham,Ми все ще зустрічаємося сьогодні ввечері на четверо?
ham,Круто! Я джентльмен і ставитимуся до вас з гідністю та повагою.
ham,"Почну з того, що чув."
ham,"Тоді ми чекаємо вчотирьох, друже... Не потрібно сумувати, друже..."
ham,"Ні, ти перевірив? Я отримав його детальне повідомлення."
ham,Ви зареєстрували Sinco як отримувача платежу. Увійдіть на icicibank.com та введіть URN <#> для підтвердження. Остерігайтеся шахрайства. НЕ передавайте та НЕ розголошуйте URN нікому.
ham,"Ні, я вирішив, що голосують лише ті, кому не байдуже, а турбота про речі — для невдах."
ham,"Кайєз... Насолоджуйся навчанням... Гей... Дякую, другий варіант звучить як бета... Я піду, щоб написати тобі..."
ham,Ви зареєстрували Sinco як отримувача платежу. Увійдіть на icicibank.com та введіть URN <#> для підтвердження. Остерігайтеся шахрайства. НЕ передавайте та НЕ розголошуйте URN нікому.
ham,Круто. Нам буде весело практикуватися у вихованні дітей!
ham,"Власне, готуючись виходити з дому."
ham,К..к..щось особливе сьогодні?
spam,"ТЕРМІНОВО, ВАЖЛИВА ІНФОРМАЦІЯ ДЛЯ КОРИСТУВАЧІВ O2. СЬОГОДНІ ВАШ ЩАСЛИВИЙ ДЕНЬ! 2 ДІЗНАЙТЕСЯ, ЧОМУ ЗАХОДЬТЕ НА HTTP://WWW.URAWINNER.COM. НА ВАС ЧЕКАЄ ФАНТАСТИЧНИЙ СЮРПРИЗ"
ham,Тоді нам доведеться це зробити після цього
ham,"У мене десять баксів, Джей ухиляється."
ham,Де ж ми теж голодні?
ham,"Будь ласка, поговоріть з цим клієнтом-маханом."
ham,"Десь там, під блідим місячним світлом, хтось думає про тебе, десь там, де мрії збуваються... на добраніч і солодких снів"
ham,"Коли твоя мила людина дуже злиться на тебе, не сприймай це серйозно... Бо злитися - це найдитячіший і найщиріший спосіб виявити глибоку прихильність, турботу та любов!.. Тобі дуже приємно... Гарного дня."
spam,"Шановний/Шановна, тебе запросили до XCHAT. Це наша остання спроба зв'язатися з тобою! Надішліть SMS-повідомлення CHAT на номер 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 років"
ham,"Тож яка твоя думка про нього, і який у нього характер?"
ham,"Джей хихикає і каже мені, що x повністю псує акорди, поки ми розмовляємо."
ham,Ні... кілька годин тому... пішов стригтися.
ham,"Не дивно... Бо я не пам'ятаю, щоб бачив срібну машину... Але мені здається, що я бачив чорну..."
ham,Лол. Зроби фото та надішли мені.
ham,"""Говори лише тоді, коли відчуваєш, що твої слова кращі за мовчання..."" Гуд мрнг :-)"
ham,Ні. Вона зараз у Шотландії з цього приводу.
ham,Ви працюєте весь цей тиждень?
spam,Вітаємо! Ви отримали подарункові сертифікати на компакт-диски на суму 500 гривень стерлінгів або безкоштовний вхід до нашого щотижневого розіграшу на суму 100 гривень стерлінгів. Надішліть SMS-повідомлення MUSIC на номер 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,"Лол, чудово, тепер я голодний."
ham,Так.. тільки зараз побачив твоє повідомлення..
ham,Я буду в Му приблизно через <#> секунд
ham,Добре...
ham,"РІЧ ДОБРЕ, ДЯКУЮ, СКЛАЛА ІСПИТИ В БЕРЕЗНІ, Я НЕ ПОВТОРЮВАЛА? ФРЕН ДОСИТЬ З ХЛОПЦЕМ? МЕНІ ТРЕБА ПРОЙТИ СПІВБЕРЕГУ В ЕКСЕТЕРІ, ТРОХИ ХВИЛЮЮСЯ!x"
ham,"Знаєш що? Якщо ти створиш невелику таблицю та відстежиш, чия була ідея закурити, щоб визначити, хто ""забагато курить"" протягом усього лютого, я знайду..."
spam,"Продається мішень для дартсу ""Арсенал"". У хорошому стані, але немає подвійних та потрійних мішень!"
ham,"Не озирайся на будівлю, бо в тебе немає пальта, а я не хочу, щоб ти ще більше захворів. Просто швидше йди додому та вдягни пальто в спортзал!!!"
ham,"Моя болісна особиста думка: «Я завжди намагаюся зробити так, щоб усі були щасливі. Але ніхто не впізнає мене, коли я сам»."
ham,Дякую за чудові побажання. Ти супер.
ham,"Ви, безстрашний дует! Гарно проведіть час і до скорої зустрічі."
ham,Я попросив Сена приїхати до Ченнаї та пошукати роботу.
ham,Тато вийшов поряд...
ham,"Я просто сподіваюся, що це правда, що він сумує за мною, бо я дуже сумую за ним! Ти ще нічого не зробила, через що почувалася б винною."
ham,"Так пізно, а вже рано, ма. Або ми просто підемо на вечерю вчотиріх, друже. Айя, я не знаю..."
ham,"З руками все гаразд, як справи в Кардіффі та університеті?"
ham,"Власне, коли ти йдеш? Я думаю, що Адді повертається до школи у вівторок чи середу."
ham,"Прохолодний вітерець... Яскраве сонце... Свіжі квіти... Щебетання пташок... Всі вони чекають, щоб побажати вам: ""ДОБРОГО РАНКУ ТА ГАРНОГО ДНЯ"" :)"
ham,Так:) Йду в ресторан..
ham,"Все гаразд, я просто спитав, чи ти знав це, чи ні?"
spam,"Безкоштовний вхід у перший тиждень. 2 TEXTPOD, шанс виграти 40 ГБ iPod або 250 гривень стерлінгів готівкою щотижня. Надсилайте POD на номер 84128. Правила та умови: www.textpod.net, служба підтримки: 08712405020."
ham,"Ці шиншили, що ховаються"
ham,Я на весільній церемонії
ham,"Схоже, ти почнеш з форою, я виїжджаю звідси приблизно о 14:30, але якщо тобі дуже потрібна моя компанія, я міг би піти раніше — ми мали зустрітися ввечері."
ham,"Плювати літаючим мавпам, що вони думають, і мені точно байдуже. Будь-який мій друг і все таке!"
spam,"Як зареєстрований підписник, ви зможете взяти участь у розіграші 4 подарункових ваучерів на 100 гривень стерлінгів після отримання правильної відповіді на номер 80062. Що є №1 у чартах BBC?"
ham,скажи дякую2.
ham,"Напиши мені, коли прийде Раджіні."
ham,Так! Коли ти братимеш практичні уроки? Я починаю в червні..
ham,"Це добре, бо мені потрібні ліки."
ham,Дурість. Це неможливо.
ham,"Чи можна тобі швидше вирішити, бо моя сестра йде додому, Ляо?.."
spam,"Нарешті літо настало! Хочете поспілкуватися чи пофліртувати з сексуальними самотніми людьми у вашому районі? Щоб отримати ПІДПИС, просто дайте відповідь SUMMER зараз. Безкоштовна реєстрація для двох. Відмова від участі SMS STOP Довідка 08714742804"
ham,"Ти зараз спиш.. Чи збираєшся взяти? Ха-ха.. У мене є шпигуни, що.. Я онлайн перевіряю та відповідаю на пошту, ха-ха.."
spam,"КЛЕР, нудьгую і зараз я сама. Хочеш кінчити на 2 ночі? Спілкуйся зараз 09099725823 Сподіваюся, що 2 CU Люблю КЛЕР xx Дзвінкигрн1/хвбільше мобівEMSPOBox45PO139WA"
ham,"Боротися зі світом легко, ти або виграєш, або програєш, але боротися з кимось близьким до тебе важко. Якщо ти програєш - ти програєш, якщо ти виграєш - ти все одно програєш."
spam,"Купив одну мелодію дзвінка, а тепер отримую повідомлення вартістю 3 гривні, пропоную більше мелодій тощо."
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt still ovr chikku..ali vargu lyfu meow meow:-D"
ham,Щось на зразок. Перший прийде о дванадцятій! Аа. Говори томо.
